timestamp,demand_kwh,temperature_f,hour,day_of_week,month,is_weekend,event_type,is_anomaly,anomaly_type,anomaly_magnitude,llm_explanation,detection_prompt
2023-01-02 12:00,85.46,33.1,12,0,1,0,none,0,,0.0,,
2023-01-02 13:00,82.49,17.6,13,0,1,0,none,0,,0.0,,
2023-01-02 14:00,78.0,33.9,14,0,1,0,none,0,,0.0,,
2023-01-02 15:00,71.25,33.9,15,0,1,0,none,0,,0.0,,
2023-01-02 16:00,80.63,32.0,16,0,1,0,none,0,,0.0,,
2023-01-02 17:00,90.33,42.2,17,0,1,0,none,0,,0.0,,
2023-01-02 18:00,94.79,28.5,18,0,1,0,none,0,,0.0,,
2023-01-02 19:00,102.52,38.8,19,0,1,0,none,0,,0.0,,
2023-01-02 20:00,107.65,30.2,20,0,1,0,none,0,,0.0,,
2023-01-02 21:00,74.27,33.9,21,0,1,0,none,0,,0.0,,
2023-01-02 22:00,55.89,29.1,22,0,1,0,none,0,,0.0,,
2023-01-02 23:00,38.15,31.0,23,0,1,0,none,0,,0.0,,
2023-01-03 00:00,23.04,35.1,0,1,1,0,none,0,,0.0,,
2023-01-03 01:00,21.06,33.4,1,1,1,0,none,0,,0.0,,
2023-01-03 02:00,20.32,24.9,2,1,1,0,none,0,,0.0,,
2023-01-03 03:00,18.79,31.3,3,1,1,0,none,0,,0.0,,
2023-01-03 04:00,23.62,32.4,4,1,1,0,none,0,,0.0,,
2023-01-03 05:00,22.7,44.7,5,1,1,0,none,0,,0.0,,
2023-01-03 06:00,61.3,34.9,6,1,1,0,none,0,,0.0,,
2023-01-03 07:00,70.29,21.8,7,1,1,0,none,0,,0.0,,
2023-01-03 08:00,89.05,33.7,8,1,1,0,none,0,,0.0,,
2023-01-03 09:00,89.21,32.2,9,1,1,0,none,0,,0.0,,
2023-01-03 10:00,74.53,33.1,10,1,1,0,none,0,,0.0,,
2023-01-03 11:00,82.21,40.2,11,1,1,0,none,0,,0.0,,
2023-01-03 12:00,75.56,38.1,12,1,1,0,none,0,,0.0,,
2023-01-03 13:00,73.59,41.8,13,1,1,0,none,0,,0.0,,
2023-01-03 14:00,87.96,36.9,14,1,1,0,none,0,,0.0,,
2023-01-03 15:00,76.93,27.4,15,1,1,0,none,0,,0.0,,
2023-01-03 16:00,77.19,33.9,16,1,1,0,none,0,,0.0,,
2023-01-03 17:00,92.67,24.0,17,1,1,0,none,0,,0.0,,
2023-01-03 18:00,98.69,27.0,18,1,1,0,none,0,,0.0,,
2023-01-03 19:00,107.4,27.8,19,1,1,0,none,0,,0.0,,
2023-01-03 20:00,104.31,28.6,20,1,1,0,none,0,,0.0,,
2023-01-03 21:00,65.48,38.2,21,1,1,0,none,0,,0.0,,
2023-01-03 22:00,62.43,34.7,22,1,1,0,none,0,,0.0,,
2023-01-03 23:00,44.74,23.7,23,1,1,0,none,0,,0.0,,
2023-01-04 00:00,25.13,34.9,0,2,1,0,none,0,,0.0,,
2023-01-04 01:00,16.72,25.9,1,2,1,0,none,0,,0.0,,
2023-01-04 02:00,23.19,36.5,2,2,1,0,none,0,,0.0,,
2023-01-04 03:00,23.39,34.9,3,2,1,0,none,0,,0.0,,
2023-01-04 04:00,22.93,29.3,4,2,1,0,none,0,,0.0,,
2023-01-04 05:00,19.14,35.1,5,2,1,0,none,0,,0.0,,
2023-01-04 06:00,63.5,44.5,6,2,1,0,none,0,,0.0,,
2023-01-04 07:00,73.03,26.2,7,2,1,0,none,0,,0.0,,
2023-01-04 08:00,82.35,27.5,8,2,1,0,none,0,,0.0,,
2023-01-04 09:00,84.72,40.3,9,2,1,0,none,0,,0.0,,
2023-01-04 10:00,80.85,39.1,10,2,1,0,none,0,,0.0,,
2023-01-04 11:00,86.79,38.3,11,2,1,0,none,0,,0.0,,
2023-01-04 12:00,76.19,31.9,12,2,1,0,none,0,,0.0,,
2023-01-04 13:00,75.94,28.0,13,2,1,0,none,0,,0.0,,
2023-01-04 14:00,80.56,32.9,14,2,1,0,none,0,,0.0,,
2023-01-04 15:00,82.51,35.0,15,2,1,0,none,0,,0.0,,
2023-01-04 16:00,85.01,33.4,16,2,1,0,none,0,,0.0,,
2023-01-04 17:00,103.28,31.8,17,2,1,0,none,0,,0.0,,
2023-01-04 18:00,93.37,37.1,18,2,1,0,none,0,,0.0,,
2023-01-04 19:00,103.13,26.9,19,2,1,0,none,0,,0.0,,
2023-01-04 20:00,108.46,32.0,20,2,1,0,none,0,,0.0,,
2023-01-04 21:00,70.11,36.2,21,2,1,0,none,0,,0.0,,
2023-01-04 22:00,51.14,28.3,22,2,1,0,none,0,,0.0,,
2023-01-04 23:00,47.43,30.7,23,2,1,0,none,0,,0.0,,
2023-01-05 00:00,17.02,34.6,0,3,1,0,none,0,,0.0,,
2023-01-05 01:00,23.54,34.4,1,3,1,0,none,0,,0.0,,
2023-01-05 02:00,22.61,28.0,2,3,1,0,none,0,,0.0,,
2023-01-05 03:00,17.43,33.7,3,3,1,0,none,0,,0.0,,
2023-01-05 04:00,24.24,35.5,4,3,1,0,none,0,,0.0,,
2023-01-05 05:00,26.22,39.8,5,3,1,0,none,0,,0.0,,
2023-01-05 06:00,57.85,25.1,6,3,1,0,none,0,,0.0,,
2023-01-05 07:00,72.46,36.4,7,3,1,0,none,0,,0.0,,
2023-01-05 08:00,94.61,36.4,8,3,1,0,none,0,,0.0,,
2023-01-05 09:00,92.54,36.8,9,3,1,0,none,0,,0.0,,
2023-01-05 10:00,81.81,39.1,10,3,1,0,none,0,,0.0,,
2023-01-05 11:00,82.24,31.5,11,3,1,0,none,0,,0.0,,
2023-01-05 12:00,78.25,28.7,12,3,1,0,none,0,,0.0,,
2023-01-05 13:00,79.53,30.4,13,3,1,0,none,0,,0.0,,
2023-01-05 14:00,71.73,47.2,14,3,1,0,none,0,,0.0,,
2023-01-05 15:00,72.75,37.5,15,3,1,0,none,0,,0.0,,
2023-01-05 16:00,83.56,30.5,16,3,1,0,none,0,,0.0,,
2023-01-05 17:00,88.09,33.7,17,3,1,0,none,0,,0.0,,
2023-01-05 18:00,99.52,29.1,18,3,1,0,none,0,,0.0,,
2023-01-05 19:00,102.07,29.0,19,3,1,0,none,0,,0.0,,
2023-01-05 20:00,102.99,33.6,20,3,1,0,none,0,,0.0,,
2023-01-05 21:00,72.94,46.2,21,3,1,0,none,0,,0.0,,
2023-01-05 22:00,57.95,21.2,22,3,1,0,none,0,,0.0,,
2023-01-05 23:00,47.41,29.4,23,3,1,0,none,0,,0.0,,
2023-01-06 00:00,21.54,28.6,0,4,1,0,none,0,,0.0,,
2023-01-06 01:00,25.46,36.4,1,4,1,0,none,0,,0.0,,
2023-01-06 02:00,20.66,26.1,2,4,1,0,none,0,,0.0,,
2023-01-06 03:00,19.39,30.5,3,4,1,0,none,0,,0.0,,
2023-01-06 04:00,23.62,43.9,4,4,1,0,none,0,,0.0,,
2023-01-06 05:00,25.67,25.8,5,4,1,0,none,0,,0.0,,
2023-01-06 06:00,65.73,46.1,6,4,1,0,none,0,,0.0,,
2023-01-06 07:00,68.46,24.2,7,4,1,0,none,0,,0.0,,
2023-01-06 08:00,76.37,41.0,8,4,1,0,none,0,,0.0,,
2023-01-06 09:00,91.1,36.0,9,4,1,0,none,0,,0.0,,
2023-01-06 10:00,78.96,27.8,10,4,1,0,none,0,,0.0,,
2023-01-06 11:00,75.1,13.9,11,4,1,0,none,0,,0.0,,
2023-01-06 12:00,74.21,31.8,12,4,1,0,none,0,,0.0,,
2023-01-06 13:00,73.48,43.1,13,4,1,0,none,0,,0.0,,
2023-01-06 14:00,79.72,30.7,14,4,1,0,none,0,,0.0,,
2023-01-06 15:00,73.46,42.0,15,4,1,0,none,0,,0.0,,
2023-01-06 16:00,79.24,40.3,16,4,1,0,none,0,,0.0,,
2023-01-06 17:00,94.25,27.5,17,4,1,0,none,0,,0.0,,
2023-01-06 18:00,94.4,34.5,18,4,1,0,none,0,,0.0,,
2023-01-06 19:00,99.66,33.8,19,4,1,0,none,0,,0.0,,
2023-01-06 20:00,108.25,34.0,20,4,1,0,none,0,,0.0,,
2023-01-06 21:00,65.45,42.9,21,4,1,0,none,0,,0.0,,
2023-01-06 22:00,49.39,46.1,22,4,1,0,none,0,,0.0,,
2023-01-06 23:00,46.35,32.4,23,4,1,0,none,0,,0.0,,
2023-01-07 00:00,14.01,35.0,0,5,1,1,none,0,,0.0,,
2023-01-07 01:00,14.53,32.1,1,5,1,1,none,0,,0.0,,
2023-01-07 02:00,19.9,29.8,2,5,1,1,none,0,,0.0,,
2023-01-07 03:00,13.73,35.5,3,5,1,1,none,0,,0.0,,
2023-01-07 04:00,17.73,38.7,4,5,1,1,none,0,,0.0,,
2023-01-07 05:00,19.02,38.2,5,5,1,1,none,0,,0.0,,
2023-01-07 06:00,43.96,28.4,6,5,1,1,none,0,,0.0,,
2023-01-07 07:00,55.24,37.8,7,5,1,1,none,0,,0.0,,
2023-01-07 08:00,59.87,33.2,8,5,1,1,none,0,,0.0,,
2023-01-07 09:00,63.63,41.0,9,5,1,1,none,0,,0.0,,
2023-01-07 10:00,58.59,36.6,10,5,1,1,none,0,,0.0,,
2023-01-07 11:00,63.8,32.0,11,5,1,1,none,0,,0.0,,
2023-01-07 12:00,62.65,38.3,12,5,1,1,none,0,,0.0,,
2023-01-07 13:00,59.48,41.2,13,5,1,1,none,0,,0.0,,
2023-01-07 14:00,58.16,37.4,14,5,1,1,none,0,,0.0,,
2023-01-07 15:00,58.88,35.3,15,5,1,1,none,0,,0.0,,
2023-01-07 16:00,61.78,33.9,16,5,1,1,none,0,,0.0,,
2023-01-07 17:00,77.67,28.4,17,5,1,1,none,0,,0.0,,
2023-01-07 18:00,67.74,27.3,18,5,1,1,none,0,,0.0,,
2023-01-07 19:00,79.07,40.3,19,5,1,1,none,0,,0.0,,
2023-01-07 20:00,81.71,37.1,20,5,1,1,none,0,,0.0,,
2023-01-07 21:00,49.21,33.3,21,5,1,1,none,0,,0.0,,
2023-01-07 22:00,40.19,33.8,22,5,1,1,none,0,,0.0,,
2023-01-07 23:00,32.41,39.2,23,5,1,1,none,0,,0.0,,
2023-01-08 00:00,15.21,28.4,0,6,1,1,none,0,,0.0,,
2023-01-08 01:00,14.25,35.8,1,6,1,1,none,0,,0.0,,
2023-01-08 02:00,17.47,28.4,2,6,1,1,none,0,,0.0,,
2023-01-08 03:00,14.47,34.8,3,6,1,1,none,0,,0.0,,
2023-01-08 04:00,17.43,30.5,4,6,1,1,none,0,,0.0,,
2023-01-08 05:00,10.87,24.7,5,6,1,1,none,0,,0.0,,
2023-01-08 06:00,45.35,29.0,6,6,1,1,none,0,,0.0,,
2023-01-08 07:00,58.7,35.2,7,6,1,1,none,0,,0.0,,
2023-01-08 08:00,58.76,38.5,8,6,1,1,none,0,,0.0,,
2023-01-08 09:00,61.99,33.2,9,6,1,1,none,0,,0.0,,
2023-01-08 10:00,58.25,33.2,10,6,1,1,none,0,,0.0,,
2023-01-08 11:00,56.09,35.3,11,6,1,1,none,0,,0.0,,
2023-01-08 12:00,65.53,36.5,12,6,1,1,none,0,,0.0,,
2023-01-08 13:00,61.01,32.7,13,6,1,1,none,0,,0.0,,
2023-01-08 14:00,57.8,37.5,14,6,1,1,none,0,,0.0,,
2023-01-08 15:00,59.45,34.7,15,6,1,1,none,0,,0.0,,
2023-01-08 16:00,56.31,33.9,16,6,1,1,none,0,,0.0,,
2023-01-08 17:00,71.29,33.5,17,6,1,1,none,0,,0.0,,
2023-01-08 18:00,76.44,42.1,18,6,1,1,none,0,,0.0,,
2023-01-08 19:00,72.83,46.3,19,6,1,1,none,0,,0.0,,
2023-01-08 20:00,79.93,38.6,20,6,1,1,none,0,,0.0,,
2023-01-08 21:00,49.57,46.5,21,6,1,1,none,0,,0.0,,
2023-01-08 22:00,40.5,28.3,22,6,1,1,none,0,,0.0,,
2023-01-08 23:00,30.9,20.6,23,6,1,1,none,0,,0.0,,
2023-01-09 00:00,22.6,28.8,0,0,1,0,none,0,,0.0,,
2023-01-09 01:00,29.5,35.4,1,0,1,0,none,0,,0.0,,
2023-01-09 02:00,19.69,39.1,2,0,1,0,none,0,,0.0,,
2023-01-09 03:00,23.97,28.0,3,0,1,0,none,0,,0.0,,
2023-01-09 04:00,29.33,25.4,4,0,1,0,none,0,,0.0,,
2023-01-09 05:00,20.12,40.4,5,0,1,0,none,0,,0.0,,
2023-01-09 06:00,67.02,23.1,6,0,1,0,none,0,,0.0,,
2023-01-09 07:00,75.35,32.7,7,0,1,0,none,0,,0.0,,
2023-01-09 08:00,76.8,23.8,8,0,1,0,none,0,,0.0,,
2023-01-09 09:00,88.19,33.4,9,0,1,0,none,0,,0.0,,
2023-01-09 10:00,81.69,30.6,10,0,1,0,none,0,,0.0,,
2023-01-09 11:00,78.63,26.9,11,0,1,0,none,0,,0.0,,
2023-01-09 12:00,81.26,34.1,12,0,1,0,none,0,,0.0,,
2023-01-09 13:00,74.7,37.6,13,0,1,0,none,0,,0.0,,
2023-01-09 14:00,84.31,24.1,14,0,1,0,none,0,,0.0,,
2023-01-09 15:00,76.21,35.3,15,0,1,0,none,0,,0.0,,
2023-01-09 16:00,79.66,42.7,16,0,1,0,none,0,,0.0,,
2023-01-09 17:00,92.67,40.4,17,0,1,0,none,0,,0.0,,
2023-01-09 18:00,103.82,45.7,18,0,1,0,none,0,,0.0,,
2023-01-09 19:00,105.09,31.9,19,0,1,0,none,0,,0.0,,
2023-01-09 20:00,111.07,37.2,20,0,1,0,none,0,,0.0,,
2023-01-09 21:00,73.14,27.6,21,0,1,0,none,0,,0.0,,
2023-01-09 22:00,50.17,39.7,22,0,1,0,none,0,,0.0,,
2023-01-09 23:00,35.84,26.2,23,0,1,0,none,0,,0.0,,
2023-01-10 00:00,24.87,31.7,0,1,1,0,none,0,,0.0,,
2023-01-10 01:00,22.3,42.4,1,1,1,0,none,0,,0.0,,
2023-01-10 02:00,16.48,43.1,2,1,1,0,none,0,,0.0,,
2023-01-10 03:00,21.78,23.1,3,1,1,0,none,0,,0.0,,
2023-01-10 04:00,21.87,35.7,4,1,1,0,none,0,,0.0,,
2023-01-10 05:00,21.64,20.9,5,1,1,0,none,0,,0.0,,
2023-01-10 06:00,64.28,25.5,6,1,1,0,none,0,,0.0,,
2023-01-10 07:00,66.64,35.5,7,1,1,0,none,0,,0.0,,
2023-01-10 08:00,74.96,30.3,8,1,1,0,none,0,,0.0,,
2023-01-10 09:00,91.82,33.0,9,1,1,0,none,0,,0.0,,
2023-01-10 10:00,81.22,27.4,10,1,1,0,none,0,,0.0,,
2023-01-10 11:00,76.03,30.2,11,1,1,0,none,0,,0.0,,
2023-01-10 12:00,75.06,32.7,12,1,1,0,none,0,,0.0,,
2023-01-10 13:00,74.41,30.0,13,1,1,0,none,0,,0.0,,
2023-01-10 14:00,79.34,45.1,14,1,1,0,none,0,,0.0,,
2023-01-10 15:00,80.06,29.2,15,1,1,0,none,0,,0.0,,
2023-01-10 16:00,78.32,32.7,16,1,1,0,none,0,,0.0,,
2023-01-10 17:00,95.43,37.0,17,1,1,0,none,0,,0.0,,
2023-01-10 18:00,94.5,30.2,18,1,1,0,none,0,,0.0,,
2023-01-10 19:00,91.99,31.7,19,1,1,0,none,0,,0.0,,
2023-01-10 20:00,111.07,24.3,20,1,1,0,none,0,,0.0,,
2023-01-10 21:00,69.4,43.2,21,1,1,0,none,0,,0.0,,
2023-01-10 22:00,58.45,36.8,22,1,1,0,none,0,,0.0,,
2023-01-10 23:00,48.48,51.8,23,1,1,0,none,0,,0.0,,
2023-01-11 00:00,18.18,32.6,0,2,1,0,none,0,,0.0,,
2023-01-11 01:00,22.81,23.7,1,2,1,0,none,0,,0.0,,
2023-01-11 02:00,16.31,28.8,2,2,1,0,none,0,,0.0,,
2023-01-11 03:00,17.67,29.5,3,2,1,0,none,0,,0.0,,
2023-01-11 04:00,25.53,43.5,4,2,1,0,none,0,,0.0,,
2023-01-11 05:00,27.92,33.3,5,2,1,0,none,0,,0.0,,
2023-01-11 06:00,58.15,33.8,6,2,1,0,none,0,,0.0,,
2023-01-11 07:00,72.56,42.5,7,2,1,0,none,0,,0.0,,
2023-01-11 08:00,78.44,27.1,8,2,1,0,none,0,,0.0,,
2023-01-11 09:00,82.47,28.1,9,2,1,0,none,0,,0.0,,
2023-01-11 10:00,86.84,38.9,10,2,1,0,none,0,,0.0,,
2023-01-11 11:00,81.45,25.0,11,2,1,0,none,0,,0.0,,
2023-01-11 12:00,77.25,29.4,12,2,1,0,none,0,,0.0,,
2023-01-11 13:00,75.74,29.8,13,2,1,0,none,0,,0.0,,
2023-01-11 14:00,75.88,33.6,14,2,1,0,none,0,,0.0,,
2023-01-11 15:00,79.0,35.0,15,2,1,0,none,0,,0.0,,
2023-01-11 16:00,75.57,31.9,16,2,1,0,none,0,,0.0,,
2023-01-11 17:00,95.42,29.9,17,2,1,0,none,0,,0.0,,
2023-01-11 18:00,92.89,36.4,18,2,1,0,none,0,,0.0,,
2023-01-11 19:00,104.21,33.9,19,2,1,0,none,0,,0.0,,
2023-01-11 20:00,107.77,23.3,20,2,1,0,none,0,,0.0,,
2023-01-11 21:00,72.68,29.4,21,2,1,0,none,0,,0.0,,
2023-01-11 22:00,49.98,28.8,22,2,1,0,none,0,,0.0,,
2023-01-11 23:00,44.19,23.6,23,2,1,0,none,0,,0.0,,
2023-01-12 00:00,18.38,34.9,0,3,1,0,none,0,,0.0,,
2023-01-12 01:00,15.35,37.2,1,3,1,0,none,0,,0.0,,
2023-01-12 02:00,17.16,33.0,2,3,1,0,none,0,,0.0,,
2023-01-12 03:00,22.19,29.4,3,3,1,0,none,0,,0.0,,
2023-01-12 04:00,20.46,28.2,4,3,1,0,none,0,,0.0,,
2023-01-12 05:00,19.69,39.4,5,3,1,0,none,0,,0.0,,
2023-01-12 06:00,57.08,38.4,6,3,1,0,none,0,,0.0,,
2023-01-12 07:00,76.17,36.5,7,3,1,0,none,0,,0.0,,
2023-01-12 08:00,76.01,18.5,8,3,1,0,none,0,,0.0,,
2023-01-12 09:00,87.19,36.8,9,3,1,0,none,0,,0.0,,
2023-01-12 10:00,76.78,35.6,10,3,1,0,none,0,,0.0,,
2023-01-12 11:00,78.58,33.9,11,3,1,0,none,0,,0.0,,
2023-01-12 12:00,80.22,40.4,12,3,1,0,none,0,,0.0,,
2023-01-12 13:00,77.55,35.4,13,3,1,0,none,0,,0.0,,
2023-01-12 14:00,77.47,30.4,14,3,1,0,none,0,,0.0,,
2023-01-12 15:00,77.52,35.7,15,3,1,0,none,0,,0.0,,
2023-01-12 16:00,87.5,35.1,16,3,1,0,none,0,,0.0,,
2023-01-12 17:00,91.1,38.6,17,3,1,0,none,0,,0.0,,
2023-01-12 18:00,95.17,40.6,18,3,1,0,none,0,,0.0,,
2023-01-12 19:00,97.17,21.1,19,3,1,0,none,0,,0.0,,
2023-01-12 20:00,104.19,22.1,20,3,1,0,none,0,,0.0,,
2023-01-12 21:00,77.11,33.5,21,3,1,0,none,0,,0.0,,
2023-01-12 22:00,56.32,35.3,22,3,1,0,none,0,,0.0,,
2023-01-12 23:00,35.16,38.3,23,3,1,0,none,0,,0.0,,
2023-01-13 00:00,25.08,34.8,0,4,1,0,none,0,,0.0,,
2023-01-13 01:00,26.58,24.5,1,4,1,0,none,0,,0.0,,
2023-01-13 02:00,20.34,35.4,2,4,1,0,none,0,,0.0,,
2023-01-13 03:00,31.08,37.1,3,4,1,0,none,0,,0.0,,
2023-01-13 04:00,22.99,34.4,4,4,1,0,none,0,,0.0,,
2023-01-13 05:00,18.6,30.6,5,4,1,0,none,0,,0.0,,
2023-01-13 06:00,58.18,38.3,6,4,1,0,none,0,,0.0,,
2023-01-13 07:00,68.49,33.8,7,4,1,0,none,0,,0.0,,
2023-01-13 08:00,80.53,36.2,8,4,1,0,none,0,,0.0,,
2023-01-13 09:00,85.96,39.6,9,4,1,0,none,0,,0.0,,
2023-01-13 10:00,75.28,31.7,10,4,1,0,none,0,,0.0,,
2023-01-13 11:00,80.71,30.7,11,4,1,0,none,0,,0.0,,
2023-01-13 12:00,75.51,37.9,12,4,1,0,none,0,,0.0,,
2023-01-13 13:00,84.62,38.6,13,4,1,0,none,0,,0.0,,
2023-01-13 14:00,86.71,35.8,14,4,1,0,none,0,,0.0,,
2023-01-13 15:00,74.22,28.7,15,4,1,0,none,0,,0.0,,
2023-01-13 16:00,85.18,22.7,16,4,1,0,none,0,,0.0,,
2023-01-13 17:00,92.18,37.3,17,4,1,0,none,0,,0.0,,
2023-01-13 18:00,92.3,35.0,18,4,1,0,none,0,,0.0,,
2023-01-13 19:00,101.72,48.0,19,4,1,0,none,0,,0.0,,
2023-01-13 20:00,108.5,34.0,20,4,1,0,none,0,,0.0,,
2023-01-13 21:00,71.3,36.2,21,4,1,0,none,0,,0.0,,
2023-01-13 22:00,59.09,28.6,22,4,1,0,none,0,,0.0,,
2023-01-13 23:00,49.38,44.6,23,4,1,0,none,0,,0.0,,
2023-01-14 00:00,14.46,42.9,0,5,1,1,none,0,,0.0,,
2023-01-14 01:00,16.0,27.4,1,5,1,1,none,0,,0.0,,
2023-01-14 02:00,20.88,33.7,2,5,1,1,none,0,,0.0,,
2023-01-14 03:00,22.62,23.2,3,5,1,1,none,0,,0.0,,
2023-01-14 04:00,14.79,32.4,4,5,1,1,none,0,,0.0,,
2023-01-14 05:00,9.88,27.3,5,5,1,1,none,0,,0.0,,
2023-01-14 06:00,46.49,38.3,6,5,1,1,none,0,,0.0,,
2023-01-14 07:00,47.62,25.6,7,5,1,1,none,0,,0.0,,
2023-01-14 08:00,66.08,31.3,8,5,1,1,none,0,,0.0,,
2023-01-14 09:00,59.99,31.8,9,5,1,1,none,0,,0.0,,
2023-01-14 10:00,58.31,31.9,10,5,1,1,none,0,,0.0,,
2023-01-14 11:00,59.18,17.2,11,5,1,1,none,0,,0.0,,
2023-01-14 12:00,62.18,32.0,12,5,1,1,none,0,,0.0,,
2023-01-14 13:00,63.91,44.4,13,5,1,1,none,0,,0.0,,
2023-01-14 14:00,54.97,31.7,14,5,1,1,none,0,,0.0,,
2023-01-14 15:00,59.64,48.8,15,5,1,1,none,0,,0.0,,
2023-01-14 16:00,59.3,33.4,16,5,1,1,none,0,,0.0,,
2023-01-14 17:00,68.72,34.5,17,5,1,1,none,0,,0.0,,
2023-01-14 18:00,70.41,29.9,18,5,1,1,none,0,,0.0,,
2023-01-14 19:00,73.73,33.2,19,5,1,1,none,0,,0.0,,
2023-01-14 20:00,79.63,29.1,20,5,1,1,none,0,,0.0,,
2023-01-14 21:00,58.82,31.8,21,5,1,1,none,0,,0.0,,
2023-01-14 22:00,47.27,17.4,22,5,1,1,none,0,,0.0,,
2023-01-14 23:00,24.71,40.8,23,5,1,1,none,0,,0.0,,
2023-01-15 00:00,15.01,31.3,0,6,1,1,none,0,,0.0,,
2023-01-15 01:00,13.39,24.9,1,6,1,1,none,0,,0.0,,
2023-01-15 02:00,23.51,26.7,2,6,1,1,none,0,,0.0,,
2023-01-15 03:00,21.59,39.0,3,6,1,1,none,0,,0.0,,
2023-01-15 04:00,11.98,37.7,4,6,1,1,none,0,,0.0,,
2023-01-15 05:00,18.46,30.2,5,6,1,1,none,0,,0.0,,
2023-01-15 06:00,49.05,26.0,6,6,1,1,none,0,,0.0,,
2023-01-15 07:00,51.3,31.9,7,6,1,1,none,0,,0.0,,
2023-01-15 08:00,61.18,37.6,8,6,1,1,none,0,,0.0,,
2023-01-15 09:00,70.64,31.2,9,6,1,1,none,0,,0.0,,
2023-01-15 10:00,61.86,26.9,10,6,1,1,none,0,,0.0,,
2023-01-15 11:00,58.16,36.9,11,6,1,1,none,0,,0.0,,
2023-01-15 12:00,54.4,35.3,12,6,1,1,none,0,,0.0,,
2023-01-15 13:00,58.66,38.9,13,6,1,1,none,0,,0.0,,
2023-01-15 14:00,63.6,30.2,14,6,1,1,none,0,,0.0,,
2023-01-15 15:00,53.77,29.1,15,6,1,1,none,0,,0.0,,
2023-01-15 16:00,61.82,24.0,16,6,1,1,none,0,,0.0,,
2023-01-15 17:00,76.32,25.7,17,6,1,1,none,0,,0.0,,
2023-01-15 18:00,79.39,20.9,18,6,1,1,none,0,,0.0,,
2023-01-15 19:00,75.51,34.6,19,6,1,1,none,0,,0.0,,
2023-01-15 20:00,80.8,30.1,20,6,1,1,none,0,,0.0,,
2023-01-15 21:00,57.21,33.1,21,6,1,1,none,0,,0.0,,
2023-01-15 22:00,43.5,34.0,22,6,1,1,none,0,,0.0,,
2023-01-15 23:00,32.77,31.2,23,6,1,1,none,0,,0.0,,
2023-01-16 00:00,15.16,35.2,0,0,1,0,none,0,,0.0,,
2023-01-16 01:00,24.97,25.3,1,0,1,0,none,0,,0.0,,
2023-01-16 02:00,21.26,34.4,2,0,1,0,none,0,,0.0,,
